user_id,conversation_id,session_id,variant,is_resolved,ai_metric,timestamp
u0464,conv0000697,sess0001427,A,1,4.72,2024-01-08 19:00:00
u0465,conv0000698,sess0001428,A,0,3.15,2024-01-02 19:00:00
u0465,conv0000698,sess0001429,A,0,2.69,2024-01-03 10:00:00
u0465,conv0000698,sess0001430,A,1,3.64,2024-01-04 10:00:00
u0465,conv0000699,sess0001431,A,0,2.67,2024-01-06 21:00:00
u0465,conv0000699,sess0001432,A,1,3.29,2024-01-07 17:00:00
u0466,conv0000700,sess0001433,A,1,4.23,2024-01-04 08:00:00
u0467,conv0000701,sess0001434,A,1,3.31,2024-01-05 13:00:00
u0467,conv0000701,sess0001435,A,1,3.24,2024-01-07 16:00:00
u0467,conv0000702,sess0001436,A,1,4.24,2024-01-05 03:00:00
u0468,conv0000703,sess0001437,A,0,1.77,2024-01-06 21:00:00
u0469,conv0000704,sess0001438,A,1,3.47,2024-01-04 03:00:00
u0469,conv0000704,sess0001439,A,0,1.53,2024-01-06 01:00:00
u0469,conv0000704,sess0001440,A,1,4.11,2024-01-11 09:00:00
u0469,conv0000704,sess0001441,A,1,3.64,2024-01-08 19:00:00
u0470,conv0000705,sess0001442,A,1,3.83,2024-01-01 01:00:00
u0470,conv0000705,sess0001443,A,1,4.1,2024-01-04 21:00:00
u0470,conv0000706,sess0001444,A,0,2.63,2024-01-03 15:00:00
u0471,conv0000707,sess0001445,A,0,2.4,2024-01-03 09:00:00
u0472,conv0000708,sess0001446,A,1,2.51,2024-01-06 12:00:00
u0472,conv0000708,sess0001447,A,1,3.99,2024-01-08 09:00:00
u0472,conv0000708,sess0001448,A,0,3.69,2024-01-07 22:00:00
u0473,conv0000709,sess0001449,A,0,2.12,2024-01-05 07:00:00
u0473,conv0000709,sess0001450,A,0,1.43,2024-01-06 21:00:00
u0473,conv0000710,sess0001451,A,0,3.46,2024-01-07 19:00:00
u0474,conv0000711,sess0001452,A,0,3.59,2024-01-07 12:00:00
u0474,conv0000711,sess0001453,A,1,4.02,2024-01-04 16:00:00
u0474,conv0000711,sess0001454,A,0,2.24,2024-01-10 03:00:00
u0474,conv0000712,sess0001455,A,1,3.45,2024-01-06 23:00:00
u0474,conv0000712,sess0001456,A,1,4.12,2024-01-07 12:00:00
u0475,conv0000713,sess0001457,A,0,1.96,2024-01-01 15:00:00
u0475,conv0000714,sess0001458,A,1,5.0,2024-01-02 09:00:00
u0476,conv0000715,sess0001459,A,1,4.57,2024-01-04 19:00:00
u0476,conv0000715,sess0001460,A,1,2.52,2024-01-03 08:00:00
u0476,conv0000715,sess0001461,A,1,2.98,2024-01-05 10:00:00
u0476,conv0000715,sess0001462,A,0,2.15,2024-01-09 15:00:00
u0476,conv0000715,sess0001463,A,1,4.07,2024-01-13 21:00:00
u0477,conv0000716,sess0001464,A,0,3.14,2024-01-01 23:00:00
u0477,conv0000716,sess0001465,A,1,2.96,2024-01-05 20:00:00
u0477,conv0000717,sess0001466,A,0,2.38,2024-01-06 06:00:00
u0477,conv0000717,sess0001467,A,0,1.2,2024-01-02 14:00:00
u0478,conv0000718,sess0001468,A,1,2.69,2024-01-07 12:00:00
u0478,conv0000718,sess0001469,A,1,4.19,2024-01-07 08:00:00
u0478,conv0000719,sess0001470,A,1,4.38,2024-01-04 17:00:00
u0479,conv0000720,sess0001471,A,0,1.29,2024-01-06 19:00:00
u0480,conv0000722,sess0001472,A,0,2.16,2024-01-04 16:00:00
u0480,conv0000722,sess0001473,A,0,2.98,2024-01-05 02:00:00
u0480,conv0000722,sess0001474,A,0,1.25,2024-01-04 20:00:00
u0480,conv0000722,sess0001475,A,1,4.4,2024-01-11 01:00:00
u0480,conv0000722,sess0001476,A,1,5.0,2024-01-14 20:00:00
u0481,conv0000723,sess0001477,A,1,4.68,2024-01-02 21:00:00
u0481,conv0000723,sess0001478,A,1,4.05,2024-01-05 14:00:00
u0481,conv0000724,sess0001479,A,1,3.55,2024-01-05 18:00:00
u0481,conv0000724,sess0001480,A,1,4.64,2024-01-07 09:00:00
u0482,conv0000725,sess0001481,A,1,3.58,2024-01-06 09:00:00
u0482,conv0000725,sess0001482,A,1,5.0,2024-01-06 21:00:00
u0482,conv0000725,sess0001483,A,0,3.2,2024-01-12 06:00:00
u0482,conv0000725,sess0001484,A,0,3.89,2024-01-12 04:00:00
u0482,conv0000725,sess0001485,A,1,3.48,2024-01-15 03:00:00
u0483,conv0000726,sess0001486,A,1,3.54,2024-01-01 02:00:00
u0483,conv0000726,sess0001487,A,1,3.19,2024-01-06 17:00:00
u0483,conv0000726,sess0001488,A,1,4.03,2024-01-12 22:00:00
u0483,conv0000726,sess0001489,A,0,1.98,2024-01-05 11:00:00
u0483,conv0000726,sess0001490,A,1,4.56,2024-01-11 01:00:00
u0484,conv0000727,sess0001491,A,0,0.89,2024-01-02 03:00:00
u0484,conv0000727,sess0001492,A,0,0.92,2024-01-04 09:00:00
u0484,conv0000727,sess0001493,A,1,3.6,2024-01-06 07:00:00
u0484,conv0000727,sess0001494,A,1,5.0,2024-01-07 06:00:00
u0484,conv0000727,sess0001495,A,1,5.0,2024-01-09 23:00:00
u0485,conv0000728,sess0001496,A,1,4.65,2024-01-03 07:00:00
u0486,conv0000729,sess0001497,A,0,2.7,2024-01-04 15:00:00
u0487,conv0000730,sess0001498,A,1,4.8,2024-01-06 03:00:00
u0488,conv0000732,sess0001499,A,0,2.68,2024-01-02 00:00:00
u0488,conv0000733,sess0001500,A,1,4.62,2024-01-01 11:00:00
u0489,conv0000734,sess0001501,A,0,3.08,2024-01-04 13:00:00
u0489,conv0000734,sess0001502,A,0,2.38,2024-01-06 09:00:00
u0489,conv0000734,sess0001503,A,1,3.08,2024-01-09 21:00:00
u0489,conv0000734,sess0001504,A,0,2.78,2024-01-07 08:00:00
u0490,conv0000735,sess0001505,A,0,2.05,2024-01-06 00:00:00
u0490,conv0000735,sess0001506,A,1,4.06,2024-01-07 23:00:00
u0490,conv0000735,sess0001507,A,1,4.62,2024-01-07 10:00:00
u0490,conv0000735,sess0001508,A,0,1.98,2024-01-11 20:00:00
u0490,conv0000735,sess0001509,A,0,3.27,2024-01-07 09:00:00
u0491,conv0000736,sess0001510,A,0,1.59,2024-01-01 07:00:00
u0491,conv0000736,sess0001511,A,0,2.1,2024-01-06 02:00:00
u0491,conv0000736,sess0001512,A,1,3.39,2024-01-06 22:00:00
u0491,conv0000736,sess0001513,A,1,3.02,2024-01-12 10:00:00
u0491,conv0000736,sess0001514,A,0,2.21,2024-01-17 09:00:00
u0492,conv0000737,sess0001515,A,1,5.0,2024-01-07 07:00:00
u0492,conv0000738,sess0001516,A,0,2.49,2024-01-07 18:00:00
u0493,conv0000739,sess0001517,A,1,3.78,2024-01-02 05:00:00
u0494,conv0000740,sess0001518,A,0,1.68,2024-01-06 15:00:00
u0494,conv0000740,sess0001519,A,1,2.97,2024-01-06 05:00:00
u0495,conv0000741,sess0001520,A,1,3.54,2024-01-06 10:00:00
u0495,conv0000741,sess0001521,A,1,3.91,2024-01-06 00:00:00
u0495,conv0000741,sess0001522,A,0,3.08,2024-01-09 01:00:00
u0496,conv0000742,sess0001523,A,1,3.84,2024-01-04 11:00:00
u0496,conv0000742,sess0001524,A,1,3.46,2024-01-06 16:00:00
u0497,conv0000743,sess0001525,A,1,3.21,2024-01-01 13:00:00
u0498,conv0000744,sess0001526,A,1,3.69,2024-01-01 23:00:00
u0499,conv0000746,sess0001527,A,1,3.83,2024-01-01 12:00:00
u0499,conv0000747,sess0001528,A,1,4.11,2024-01-02 23:00:00
u0500,conv0000748,sess0001529,A,0,2.56,2024-01-07 22:00:00
u0500,conv0000749,sess0001530,A,1,3.92,2024-01-07 17:00:00
u0501,conv0000750,sess0001531,A,0,2.33,2024-01-02 06:00:00
u0502,conv0000751,sess0001532,A,0,3.32,2024-01-04 09:00:00
u0502,conv0000751,sess0001533,A,1,2.94,2024-01-08 12:00:00
u0502,conv0000752,sess0001534,A,0,2.36,2024-01-02 10:00:00
u0502,conv0000752,sess0001535,A,0,2.34,2024-01-08 20:00:00
u0503,conv0000753,sess0001536,A,0,1.3,2024-01-05 18:00:00
u0503,conv0000753,sess0001537,A,1,3.66,2024-01-05 01:00:00
u0503,conv0000753,sess0001538,A,0,3.22,2024-01-12 07:00:00
u0504,conv0000754,sess0001539,A,0,1.83,2024-01-05 04:00:00
u0504,conv0000754,sess0001540,A,1,3.15,2024-01-04 08:00:00
u0504,conv0000754,sess0001541,A,1,4.12,2024-01-10 13:00:00
u0504,conv0000754,sess0001542,A,0,3.42,2024-01-12 14:00:00
u0505,conv0000755,sess0001543,A,1,2.7,2024-01-05 23:00:00
u0505,conv0000755,sess0001544,A,1,2.99,2024-01-04 23:00:00
u0505,conv0000756,sess0001545,A,1,2.67,2024-01-07 21:00:00
u0506,conv0000757,sess0001546,A,0,2.45,2024-01-07 03:00:00
u0506,conv0000757,sess0001547,A,0,1.36,2024-01-06 22:00:00
u0506,conv0000757,sess0001548,A,1,4.41,2024-01-08 05:00:00
u0506,conv0000757,sess0001549,A,0,3.37,2024-01-03 06:00:00
u0507,conv0000758,sess0001550,A,1,3.96,2024-01-06 02:00:00
u0507,conv0000758,sess0001551,A,1,2.68,2024-01-07 09:00:00
u0507,conv0000759,sess0001552,A,0,0.67,2024-01-04 19:00:00
u0507,conv0000759,sess0001553,A,0,2.7,2024-01-05 11:00:00
u0508,conv0000760,sess0001554,A,0,3.29,2024-01-07 05:00:00
u0508,conv0000760,sess0001555,A,0,3.78,2024-01-10 11:00:00
u0508,conv0000760,sess0001556,A,1,3.23,2024-01-07 01:00:00
u0508,conv0000760,sess0001557,A,1,5.0,2024-01-11 16:00:00
u0508,conv0000760,sess0001558,A,1,3.79,2024-01-14 16:00:00
u0509,conv0000761,sess0001559,A,1,4.03,2024-01-06 11:00:00
u0509,conv0000761,sess0001560,A,1,3.66,2024-01-08 01:00:00
u0509,conv0000761,sess0001561,A,1,4.97,2024-01-04 16:00:00
u0510,conv0000762,sess0001562,A,1,3.06,2024-01-05 23:00:00
u0510,conv0000762,sess0001563,A,0,1.81,2024-01-04 15:00:00
u0510,conv0000762,sess0001564,A,1,3.35,2024-01-06 13:00:00
u0511,conv0000763,sess0001565,A,0,2.51,2024-01-06 19:00:00
u0511,conv0000763,sess0001566,A,1,4.23,2024-01-07 21:00:00
u0511,conv0000763,sess0001567,A,1,3.65,2024-01-10 00:00:00
u0512,conv0000764,sess0001568,A,0,2.15,2024-01-05 04:00:00
u0512,conv0000765,sess0001569,A,0,3.11,2024-01-04 14:00:00
u0513,conv0000766,sess0001570,A,1,4.27,2024-01-05 05:00:00
u0513,conv0000766,sess0001571,A,0,2.32,2024-01-05 07:00:00
u0514,conv0000767,sess0001572,A,0,2.84,2024-01-03 08:00:00
u0515,conv0000769,sess0001573,A,1,3.07,2024-01-01 15:00:00
u0516,conv0000771,sess0001574,A,1,4.54,2024-01-01 02:00:00
u0516,conv0000771,sess0001575,A,1,3.51,2024-01-08 12:00:00
u0516,conv0000771,sess0001576,A,0,1.92,2024-01-04 16:00:00
u0516,conv0000771,sess0001577,A,1,4.67,2024-01-12 18:00:00
u0517,conv0000772,sess0001578,A,0,3.88,2024-01-05 01:00:00
u0517,conv0000772,sess0001579,A,1,3.51,2024-01-09 07:00:00
u0517,conv0000773,sess0001580,A,1,4.58,2024-01-03 22:00:00
u0517,conv0000773,sess0001581,A,1,4.49,2024-01-02 15:00:00
u0518,conv0000774,sess0001582,A,0,2.4,2024-01-07 19:00:00
u0518,conv0000774,sess0001583,A,0,2.77,2024-01-05 13:00:00
u0518,conv0000774,sess0001584,A,1,3.81,2024-01-06 04:00:00
u0519,conv0000775,sess0001585,A,1,4.34,2024-01-06 16:00:00
u0519,conv0000775,sess0001586,A,1,3.63,2024-01-04 20:00:00
u0519,conv0000775,sess0001587,A,1,3.18,2024-01-04 10:00:00
u0519,conv0000776,sess0001588,A,0,3.38,2024-01-02 06:00:00
u0519,conv0000776,sess0001589,A,1,4.47,2024-01-08 12:00:00
u0520,conv0000777,sess0001590,A,1,4.17,2024-01-03 04:00:00
u0520,conv0000777,sess0001591,A,1,4.27,2024-01-03 20:00:00
u0521,conv0000778,sess0001592,A,1,3.99,2024-01-01 16:00:00
u0521,conv0000778,sess0001593,A,0,2.22,2024-01-05 05:00:00
u0521,conv0000778,sess0001594,A,1,3.52,2024-01-07 01:00:00
u0521,conv0000778,sess0001595,A,1,2.43,2024-01-06 23:00:00
u0522,conv0000779,sess0001596,A,0,3.99,2024-01-06 19:00:00
u0523,conv0000781,sess0001597,A,0,2.99,2024-01-05 19:00:00
u0523,conv0000781,sess0001598,A,1,5.0,2024-01-03 17:00:00
u0523,conv0000781,sess0001599,A,0,1.96,2024-01-08 03:00:00
u0523,conv0000782,sess0001600,A,1,4.71,2024-01-05 11:00:00
u0523,conv0000782,sess0001601,A,1,2.41,2024-01-05 06:00:00
u0524,conv0000783,sess0001602,A,1,3.56,2024-01-03 23:00:00
u0524,conv0000784,sess0001603,A,1,3.69,2024-01-02 15:00:00
u0525,conv0000785,sess0001604,A,0,3.06,2024-01-02 00:00:00
u0526,conv0000787,sess0001605,A,1,4.21,2024-01-07 21:00:00
u0526,conv0000787,sess0001606,A,0,3.12,2024-01-03 13:00:00
u0526,conv0000788,sess0001607,A,0,2.63,2024-01-03 07:00:00
u0527,conv0000789,sess0001608,A,0,2.24,2024-01-01 21:00:00
u0528,conv0000791,sess0001609,A,0,1.97,2024-01-07 01:00:00
u0528,conv0000791,sess0001610,A,0,2.07,2024-01-08 09:00:00
u0528,conv0000791,sess0001611,A,0,2.69,2024-01-13 02:00:00
u0529,conv0000792,sess0001612,A,0,3.77,2024-01-04 05:00:00
u0530,conv0000793,sess0001613,A,0,4.59,2024-01-02 14:00:00
u0530,conv0000793,sess0001614,A,0,2.63,2024-01-04 20:00:00
u0530,conv0000793,sess0001615,A,1,3.44,2024-01-06 20:00:00
u0530,conv0000793,sess0001616,A,0,3.39,2024-01-08 07:00:00
u0530,conv0000793,sess0001617,A,1,5.0,2024-01-13 22:00:00
u0531,conv0000794,sess0001618,A,0,2.58,2024-01-05 14:00:00
u0531,conv0000794,sess0001619,A,0,1.48,2024-01-04 21:00:00
u0531,conv0000794,sess0001620,A,0,3.53,2024-01-10 00:00:00
u0532,conv0000795,sess0001621,A,0,0.74,2024-01-04 13:00:00
u0532,conv0000795,sess0001622,A,1,4.0,2024-01-05 02:00:00
u0533,conv0000796,sess0001623,A,1,3.8,2024-01-07 04:00:00
u0533,conv0000796,sess0001624,A,0,3.46,2024-01-08 13:00:00
u0533,conv0000796,sess0001625,A,1,4.84,2024-01-10 07:00:00
u0533,conv0000797,sess0001626,A,1,3.84,2024-01-06 21:00:00
u0533,conv0000797,sess0001627,A,0,2.54,2024-01-03 23:00:00
u0534,conv0000798,sess0001628,A,0,3.88,2024-01-03 12:00:00
u0534,conv0000798,sess0001629,A,0,3.12,2024-01-04 12:00:00
u0534,conv0000799,sess0001630,A,0,2.0,2024-01-04 23:00:00
u0535,conv0000800,sess0001631,A,1,3.86,2024-01-01 02:00:00
u0535,conv0000800,sess0001632,A,0,4.11,2024-01-05 20:00:00
u0535,conv0000800,sess0001633,A,1,4.7,2024-01-07 10:00:00
u0535,conv0000800,sess0001634,A,1,3.86,2024-01-09 18:00:00
u0536,conv0000801,sess0001635,A,1,3.89,2024-01-03 18:00:00
u0536,conv0000801,sess0001636,A,0,1.75,2024-01-04 06:00:00
u0536,conv0000802,sess0001637,A,1,4.11,2024-01-03 02:00:00
u0536,conv0000802,sess0001638,A,1,3.72,2024-01-05 03:00:00
u0537,conv0000803,sess0001639,A,1,4.28,2024-01-06 01:00:00
u0537,conv0000803,sess0001640,A,1,3.15,2024-01-06 10:00:00
u0537,conv0000803,sess0001641,A,1,3.63,2024-01-08 01:00:00
u0538,conv0000804,sess0001642,A,1,2.72,2024-01-05 04:00:00
u0538,conv0000804,sess0001643,A,0,2.68,2024-01-07 15:00:00
u0538,conv0000804,sess0001644,A,0,2.21,2024-01-04 20:00:00
u0538,conv0000805,sess0001645,A,0,3.48,2024-01-03 05:00:00
u0538,conv0000805,sess0001646,A,1,3.96,2024-01-06 18:00:00
u0539,conv0000806,sess0001647,A,1,5.0,2024-01-03 09:00:00
u0539,conv0000806,sess0001648,A,0,2.33,2024-01-04 12:00:00
u0539,conv0000806,sess0001649,A,1,4.44,2024-01-07 05:00:00
u0539,conv0000806,sess0001650,A,0,3.18,2024-01-14 07:00:00
u0539,conv0000806,sess0001651,A,1,3.66,2024-01-08 22:00:00
u0540,conv0000807,sess0001652,A,1,4.0,2024-01-03 17:00:00
u0540,conv0000807,sess0001653,A,1,3.54,2024-01-07 23:00:00
u0540,conv0000807,sess0001654,A,0,2.92,2024-01-10 15:00:00
u0540,conv0000807,sess0001655,A,1,4.49,2024-01-11 14:00:00
u0540,conv0000807,sess0001656,A,1,4.82,2024-01-06 01:00:00
u0541,conv0000808,sess0001657,A,1,3.74,2024-01-03 22:00:00
u0542,conv0000809,sess0001658,A,1,4.68,2024-01-07 09:00:00
u0542,conv0000809,sess0001659,A,1,3.45,2024-01-04 00:00:00
u0542,conv0000809,sess0001660,A,1,3.26,2024-01-04 09:00:00
u0542,conv0000810,sess0001661,A,0,1.83,2024-01-05 20:00:00
u0542,conv0000810,sess0001662,A,0,3.29,2024-01-08 08:00:00
u0543,conv0000811,sess0001663,A,0,1.76,2024-01-03 23:00:00
u0543,conv0000811,sess0001664,A,1,3.33,2024-01-06 12:00:00
u0544,conv0000812,sess0001665,A,1,4.18,2024-01-04 22:00:00
u0545,conv0000813,sess0001666,A,1,4.08,2024-01-01 16:00:00
u0545,conv0000813,sess0001667,A,0,3.25,2024-01-07 01:00:00
u0546,conv0000814,sess0001668,A,0,2.35,2024-01-03 09:00:00
u0547,conv0000815,sess0001669,A,0,3.49,2024-01-07 20:00:00
u0547,conv0000815,sess0001670,A,1,2.21,2024-01-07 04:00:00
u0547,conv0000816,sess0001671,A,0,2.22,2024-01-03 05:00:00
u0547,conv0000816,sess0001672,A,1,4.05,2024-01-05 23:00:00
u0548,conv0000817,sess0001673,A,1,1.85,2024-01-05 08:00:00
u0548,conv0000817,sess0001674,A,0,2.34,2024-01-02 03:00:00
u0548,conv0000818,sess0001675,A,1,2.69,2024-01-02 13:00:00
u0549,conv0000819,sess0001676,A,1,3.87,2024-01-02 08:00:00
u0549,conv0000819,sess0001677,A,1,4.14,2024-01-08 08:00:00
u0550,conv0000820,sess0001678,A,1,3.8,2024-01-04 18:00:00
u0551,conv0000821,sess0001679,A,0,3.36,2024-01-01 04:00:00
u0552,conv0000823,sess0001680,A,1,3.96,2024-01-07 08:00:00
u0552,conv0000823,sess0001681,A,0,1.71,2024-01-04 19:00:00
u0552,conv0000824,sess0001682,A,0,2.42,2024-01-02 19:00:00
u0552,conv0000824,sess0001683,A,0,3.75,2024-01-06 07:00:00
u0553,conv0000825,sess0001684,A,1,5.0,2024-01-03 22:00:00
u0553,conv0000825,sess0001685,A,0,3.48,2024-01-02 11:00:00
u0553,conv0000826,sess0001686,A,0,2.99,2024-01-06 04:00:00
u0554,conv0000827,sess0001687,A,0,1.89,2024-01-04 11:00:00
u0554,conv0000828,sess0001688,A,1,5.0,2024-01-04 01:00:00
u0555,conv0000829,sess0001689,A,1,3.73,2024-01-02 03:00:00
u0555,conv0000829,sess0001690,A,1,4.01,2024-01-09 01:00:00
u0556,conv0000830,sess0001691,A,1,4.61,2024-01-07 02:00:00
u0556,conv0000830,sess0001692,A,1,3.05,2024-01-03 21:00:00
u0556,conv0000831,sess0001693,A,1,4.64,2024-01-05 17:00:00
u0556,conv0000831,sess0001694,A,1,3.77,2024-01-07 07:00:00
u0557,conv0000832,sess0001695,A,1,3.93,2024-01-06 03:00:00
u0558,conv0000833,sess0001696,A,1,5.0,2024-01-07 02:00:00
u0558,conv0000833,sess0001697,A,0,2.76,2024-01-06 00:00:00
u0559,conv0000834,sess0001698,A,1,3.89,2024-01-07 09:00:00
u0559,conv0000834,sess0001699,A,0,3.61,2024-01-07 23:00:00
u0559,conv0000834,sess0001700,A,1,3.32,2024-01-06 21:00:00
u0560,conv0000835,sess0001701,A,0,2.65,2024-01-03 04:00:00
u0560,conv0000835,sess0001702,A,1,4.27,2024-01-05 03:00:00
u0560,conv0000835,sess0001703,A,0,2.01,2024-01-11 23:00:00
u0561,conv0000836,sess0001704,A,1,4.75,2024-01-05 08:00:00
u0561,conv0000837,sess0001705,A,1,3.03,2024-01-01 18:00:00
u0562,conv0000838,sess0001706,A,0,1.07,2024-01-02 03:00:00
u0562,conv0000838,sess0001707,A,1,3.0,2024-01-10 00:00:00
u0562,conv0000838,sess0001708,A,0,2.58,2024-01-12 01:00:00
u0562,conv0000838,sess0001709,A,1,3.91,2024-01-06 16:00:00
u0563,conv0000839,sess0001710,A,0,2.44,2024-01-01 11:00:00
u0564,conv0000840,sess0001711,A,1,3.89,2024-01-05 18:00:00
u0564,conv0000840,sess0001712,A,1,4.31,2024-01-03 15:00:00
u0564,conv0000841,sess0001713,A,1,3.92,2024-01-04 00:00:00
u0564,conv0000841,sess0001714,A,1,4.82,2024-01-08 13:00:00
u0565,conv0000842,sess0001715,A,1,3.99,2024-01-04 02:00:00
u0565,conv0000842,sess0001716,A,1,4.5,2024-01-05 12:00:00
u0565,conv0000842,sess0001717,A,0,2.69,2024-01-07 02:00:00
u0566,conv0000843,sess0001718,A,1,4.77,2024-01-05 00:00:00
u0566,conv0000843,sess0001719,A,1,3.32,2024-01-02 18:00:00
u0566,conv0000844,sess0001720,A,0,2.86,2024-01-02 17:00:00
u0566,conv0000844,sess0001721,A,1,5.0,2024-01-08 05:00:00
u0567,conv0000845,sess0001722,A,1,4.91,2024-01-01 04:00:00
u0567,conv0000845,sess0001723,A,1,4.58,2024-01-07 11:00:00
u0567,conv0000845,sess0001724,A,1,3.33,2024-01-05 09:00:00
u0567,conv0000845,sess0001725,A,1,4.49,2024-01-11 14:00:00
u0568,conv0000846,sess0001726,A,1,2.07,2024-01-03 06:00:00
u0568,conv0000846,sess0001727,A,1,4.01,2024-01-04 17:00:00
u0568,conv0000846,sess0001728,A,1,4.18,2024-01-09 11:00:00
u0568,conv0000847,sess0001729,A,1,3.98,2024-01-06 06:00:00
u0568,conv0000847,sess0001730,A,1,4.94,2024-01-10 10:00:00
u0569,conv0000848,sess0001731,A,1,4.79,2024-01-07 23:00:00
u0569,conv0000848,sess0001732,A,0,1.94,2024-01-05 09:00:00
u0569,conv0000848,sess0001733,A,0,1.55,2024-01-03 23:00:00
u0570,conv0000849,sess0001734,A,1,4.15,2024-01-04 19:00:00
u0571,conv0000850,sess0001735,A,1,3.21,2024-01-01 19:00:00
u0571,conv0000850,sess0001736,A,1,3.83,2024-01-04 12:00:00
u0571,conv0000850,sess0001737,A,0,2.33,2024-01-08 01:00:00
u0572,conv0000851,sess0001738,A,1,4.81,2024-01-07 14:00:00
u0573,conv0000852,sess0001739,A,1,3.51,2024-01-07 12:00:00
u0574,conv0000854,sess0001740,A,1,5.0,2024-01-07 19:00:00
u0575,conv0000856,sess0001741,A,1,5.0,2024-01-04 05:00:00
u0576,conv0000857,sess0001742,A,0,3.19,2024-01-04 22:00:00
u0576,conv0000857,sess0001743,A,0,1.79,2024-01-06 14:00:00
u0576,conv0000858,sess0001744,A,0,2.35,2024-01-03 17:00:00
u0576,conv0000858,sess0001745,A,0,2.53,2024-01-09 08:00:00
u0577,conv0000859,sess0001746,A,0,1.92,2024-01-07 18:00:00
u0577,conv0000859,sess0001747,A,0,2.18,2024-01-03 10:00:00
u0577,conv0000859,sess0001748,A,1,5.0,2024-01-11 00:00:00
u0577,conv0000859,sess0001749,A,0,2.24,2024-01-09 11:00:00
u0577,conv0000859,sess0001750,A,1,4.5,2024-01-07 04:00:00
u0578,conv0000860,sess0001751,A,1,4.3,2024-01-03 18:00:00
u0578,conv0000861,sess0001752,A,1,2.19,2024-01-06 21:00:00
u0579,conv0000862,sess0001753,A,1,4.84,2024-01-06 02:00:00
u0579,conv0000862,sess0001754,A,1,3.78,2024-01-06 19:00:00
u0579,conv0000862,sess0001755,A,1,3.99,2024-01-09 09:00:00
u0579,conv0000862,sess0001756,A,1,3.45,2024-01-10 06:00:00
u0579,conv0000862,sess0001757,A,1,3.9,2024-01-13 03:00:00
u0580,conv0000863,sess0001758,A,0,2.42,2024-01-03 11:00:00
u0580,conv0000864,sess0001759,A,1,5.0,2024-01-06 09:00:00
u0581,conv0000865,sess0001760,A,0,2.0,2024-01-07 07:00:00
u0581,conv0000865,sess0001761,A,1,3.9,2024-01-03 11:00:00
u0582,conv0000866,sess0001762,A,1,4.92,2024-01-01 02:00:00
u0582,conv0000866,sess0001763,A,1,4.22,2024-01-03 23:00:00
u0582,conv0000866,sess0001764,A,0,2.32,2024-01-10 21:00:00
u0583,conv0000867,sess0001765,A,1,4.15,2024-01-03 13:00:00
u0583,conv0000867,sess0001766,A,1,3.72,2024-01-10 06:00:00
u0583,conv0000867,sess0001767,A,0,2.8,2024-01-05 18:00:00
u0583,conv0000867,sess0001768,A,0,2.71,2024-01-09 09:00:00
u0584,conv0000868,sess0001769,A,1,3.27,2024-01-01 05:00:00
u0584,conv0000868,sess0001770,A,1,4.49,2024-01-02 13:00:00
u0584,conv0000868,sess0001771,A,1,4.27,2024-01-08 02:00:00
u0584,conv0000869,sess0001772,A,1,4.43,2024-01-04 00:00:00
u0584,conv0000869,sess0001773,A,0,2.51,2024-01-07 13:00:00
u0585,conv0000870,sess0001774,A,1,4.49,2024-01-04 18:00:00
u0585,conv0000871,sess0001775,A,1,3.34,2024-01-05 06:00:00
u0586,conv0000872,sess0001776,A,0,2.27,2024-01-04 05:00:00
u0587,conv0000874,sess0001777,A,1,3.12,2024-01-07 06:00:00
u0587,conv0000874,sess0001778,A,1,3.91,2024-01-07 21:00:00
u0587,conv0000874,sess0001779,A,1,3.92,2024-01-05 09:00:00
u0587,conv0000874,sess0001780,A,1,4.57,2024-01-16 06:00:00
u0588,conv0000875,sess0001781,A,1,4.06,2024-01-03 02:00:00
u0588,conv0000875,sess0001782,A,1,3.81,2024-01-07 08:00:00
u0588,conv0000875,sess0001783,A,1,5.0,2024-01-08 12:00:00
u0588,conv0000876,sess0001784,A,0,2.97,2024-01-07 08:00:00
u0588,conv0000876,sess0001785,A,1,3.74,2024-01-03 03:00:00
u0589,conv0000877,sess0001786,A,0,3.25,2024-01-07 10:00:00
u0589,conv0000877,sess0001787,A,0,1.97,2024-01-01 14:00:00
u0589,conv0000877,sess0001788,A,1,3.59,2024-01-09 17:00:00
u0589,conv0000877,sess0001789,A,1,3.14,2024-01-10 19:00:00
u0589,conv0000877,sess0001790,A,1,4.13,2024-01-07 09:00:00
u0590,conv0000878,sess0001791,A,0,2.01,2024-01-07 05:00:00
u0590,conv0000878,sess0001792,A,1,2.83,2024-01-04 18:00:00
u0590,conv0000878,sess0001793,A,1,4.3,2024-01-05 17:00:00
u0590,conv0000879,sess0001794,A,0,2.53,2024-01-05 21:00:00
u0590,conv0000879,sess0001795,A,1,4.1,2024-01-02 10:00:00
u0591,conv0000880,sess0001796,A,0,2.3,2024-01-07 10:00:00
u0592,conv0000881,sess0001797,A,1,4.4,2024-01-01 06:00:00
u0592,conv0000881,sess0001798,A,1,5.0,2024-01-03 08:00:00
u0592,conv0000881,sess0001799,A,0,1.87,2024-01-09 16:00:00
u0592,conv0000881,sess0001800,A,0,2.99,2024-01-12 02:00:00
u0592,conv0000881,sess0001801,A,1,3.45,2024-01-12 13:00:00
u0593,conv0000882,sess0001802,A,0,2.55,2024-01-06 09:00:00
u0593,conv0000882,sess0001803,A,1,3.94,2024-01-07 00:00:00
