user_id,session_id,variant,session_revenue,timestamp
u0304,sess0000482,A,12.67,2024-01-04 02:00:00
u0304,sess0000483,A,8.36,2024-01-06 00:00:00
u0312,sess0000484,A,13.6,2024-01-01 08:00:00
u0312,sess0000485,A,10.85,2024-01-04 18:00:00
u0312,sess0000486,A,12.41,2024-01-06 04:00:00
u0312,sess0000487,A,8.89,2024-01-07 04:00:00
u0312,sess0000488,A,1.76,2024-01-02 08:00:00
u0312,sess0000489,A,0.02,2024-01-02 15:00:00
u0312,sess0000490,A,11.23,2024-01-01 17:00:00
u0313,sess0000491,A,9.32,2024-01-04 01:00:00
u0315,sess0000492,A,13.93,2024-01-04 23:00:00
u0315,sess0000493,A,9.68,2024-01-07 10:00:00
u0315,sess0000494,A,17.47,2024-01-03 18:00:00
u0315,sess0000495,A,11.04,2024-01-04 01:00:00
u0315,sess0000496,A,8.95,2024-01-07 16:00:00
u0315,sess0000497,A,15.62,2024-01-06 18:00:00
u0315,sess0000498,A,9.0,2024-01-06 07:00:00
u0316,sess0000499,A,0.0,2024-01-06 14:00:00
u0321,sess0000500,A,12.41,2024-01-06 08:00:00
u0321,sess0000501,A,10.38,2024-01-04 21:00:00
u0321,sess0000502,A,6.9,2024-01-01 07:00:00
u0321,sess0000503,A,8.55,2024-01-06 22:00:00
u0321,sess0000504,A,6.23,2024-01-02 11:00:00
u0321,sess0000505,A,5.01,2024-01-05 15:00:00
u0321,sess0000506,A,8.66,2024-01-07 01:00:00
u0321,sess0000507,A,12.68,2024-01-02 05:00:00
u0321,sess0000508,A,16.18,2024-01-02 14:00:00
u0321,sess0000509,A,10.53,2024-01-04 03:00:00
u0322,sess0000510,A,13.54,2024-01-06 11:00:00
u0322,sess0000511,A,7.92,2024-01-04 08:00:00
u0322,sess0000512,A,13.53,2024-01-03 00:00:00
u0322,sess0000513,A,10.3,2024-01-06 16:00:00
u0325,sess0000514,A,11.49,2024-01-01 20:00:00
u0325,sess0000515,A,6.55,2024-01-06 23:00:00
u0325,sess0000516,A,9.57,2024-01-02 03:00:00
u0325,sess0000517,A,19.51,2024-01-07 21:00:00
u0325,sess0000518,A,8.56,2024-01-04 11:00:00
u0325,sess0000519,A,11.24,2024-01-03 18:00:00
u0325,sess0000520,A,9.53,2024-01-04 01:00:00
u0330,sess0000521,A,9.98,2024-01-05 21:00:00
u0330,sess0000522,A,11.11,2024-01-05 00:00:00
u0330,sess0000523,A,9.48,2024-01-03 23:00:00
u0330,sess0000524,A,3.03,2024-01-04 16:00:00
u0332,sess0000525,A,10.01,2024-01-01 19:00:00
u0332,sess0000526,A,10.0,2024-01-02 03:00:00
u0332,sess0000527,A,6.98,2024-01-02 19:00:00
u0332,sess0000528,A,16.6,2024-01-01 22:00:00
u0334,sess0000529,A,13.38,2024-01-04 22:00:00
u0334,sess0000530,A,13.91,2024-01-01 15:00:00
u0334,sess0000531,A,12.73,2024-01-04 22:00:00
u0334,sess0000532,A,16.64,2024-01-04 01:00:00
u0334,sess0000533,A,5.76,2024-01-03 03:00:00
u0334,sess0000534,A,10.09,2024-01-04 19:00:00
u0336,sess0000535,A,17.89,2024-01-01 11:00:00
u0336,sess0000536,A,4.85,2024-01-03 01:00:00
u0336,sess0000537,A,8.94,2024-01-05 22:00:00
u0336,sess0000538,A,6.14,2024-01-03 08:00:00
u0336,sess0000539,A,7.32,2024-01-03 14:00:00
u0336,sess0000540,A,4.96,2024-01-03 23:00:00
u0336,sess0000541,A,9.93,2024-01-06 16:00:00
u0336,sess0000542,A,19.91,2024-01-03 03:00:00
u0336,sess0000543,A,1.46,2024-01-01 07:00:00
u0336,sess0000544,A,2.81,2024-01-04 22:00:00
u0338,sess0000545,A,14.61,2024-01-03 14:00:00
u0338,sess0000546,A,2.51,2024-01-04 22:00:00
u0338,sess0000547,A,10.26,2024-01-07 02:00:00
u0338,sess0000548,A,10.64,2024-01-03 18:00:00
u0338,sess0000549,A,10.9,2024-01-04 20:00:00
u0338,sess0000550,A,12.42,2024-01-07 01:00:00
u0338,sess0000551,A,11.65,2024-01-01 10:00:00
u0338,sess0000552,A,2.44,2024-01-04 00:00:00
u0338,sess0000553,A,16.67,2024-01-01 11:00:00
u0338,sess0000554,A,3.14,2024-01-06 18:00:00
u0340,sess0000555,A,11.42,2024-01-02 11:00:00
u0343,sess0000556,A,19.66,2024-01-06 04:00:00
u0343,sess0000557,A,10.6,2024-01-03 04:00:00
u0343,sess0000558,A,15.95,2024-01-07 11:00:00
u0343,sess0000559,A,2.57,2024-01-06 03:00:00
u0343,sess0000560,A,6.54,2024-01-04 13:00:00
u0344,sess0000561,A,8.9,2024-01-06 09:00:00
u0344,sess0000562,A,17.25,2024-01-02 11:00:00
u0344,sess0000563,A,14.08,2024-01-05 23:00:00
u0344,sess0000564,A,10.45,2024-01-01 21:00:00
u0344,sess0000565,A,15.02,2024-01-05 13:00:00
u0344,sess0000566,A,4.59,2024-01-02 21:00:00
u0345,sess0000567,A,20.47,2024-01-06 08:00:00
u0345,sess0000568,A,9.3,2024-01-07 12:00:00
u0346,sess0000569,A,10.61,2024-01-03 21:00:00
u0346,sess0000570,A,11.31,2024-01-06 20:00:00
u0346,sess0000571,A,17.28,2024-01-02 18:00:00
u0346,sess0000572,A,8.07,2024-01-01 16:00:00
u0346,sess0000573,A,10.3,2024-01-06 13:00:00
u0346,sess0000574,A,14.48,2024-01-01 06:00:00
u0346,sess0000575,A,6.52,2024-01-02 21:00:00
u0346,sess0000576,A,5.72,2024-01-06 17:00:00
u0346,sess0000577,A,0.0,2024-01-04 18:00:00
u0350,sess0000578,A,10.85,2024-01-03 12:00:00
u0350,sess0000579,A,8.61,2024-01-02 12:00:00
u0350,sess0000580,A,10.76,2024-01-01 02:00:00
u0350,sess0000581,A,7.63,2024-01-04 03:00:00
u0350,sess0000582,A,7.83,2024-01-01 07:00:00
u0350,sess0000583,A,6.78,2024-01-06 03:00:00
u0350,sess0000584,A,9.87,2024-01-07 01:00:00
u0358,sess0000585,A,9.3,2024-01-04 16:00:00
u0358,sess0000586,A,13.03,2024-01-04 04:00:00
u0358,sess0000587,A,8.34,2024-01-05 01:00:00
u0358,sess0000588,A,6.94,2024-01-03 07:00:00
u0358,sess0000589,A,6.78,2024-01-06 21:00:00
u0358,sess0000590,A,10.81,2024-01-06 09:00:00
u0358,sess0000591,A,4.87,2024-01-04 16:00:00
u0358,sess0000592,A,8.97,2024-01-01 00:00:00
u0358,sess0000593,A,19.45,2024-01-06 17:00:00
u0359,sess0000594,A,14.2,2024-01-01 18:00:00
u0359,sess0000595,A,16.48,2024-01-05 17:00:00
u0359,sess0000596,A,12.02,2024-01-03 07:00:00
u0359,sess0000597,A,6.43,2024-01-07 22:00:00
u0359,sess0000598,A,11.99,2024-01-07 04:00:00
u0363,sess0000599,A,14.62,2024-01-05 05:00:00
u0363,sess0000600,A,16.39,2024-01-03 21:00:00
u0363,sess0000601,A,10.15,2024-01-04 18:00:00
u0365,sess0000602,A,11.91,2024-01-01 04:00:00
u0365,sess0000603,A,0.0,2024-01-03 08:00:00
u0365,sess0000604,A,3.7,2024-01-04 19:00:00
u0365,sess0000605,A,11.95,2024-01-07 20:00:00
u0365,sess0000606,A,12.18,2024-01-05 15:00:00
u0372,sess0000607,A,14.94,2024-01-05 12:00:00
u0372,sess0000608,A,2.01,2024-01-07 02:00:00
u0372,sess0000609,A,4.02,2024-01-02 12:00:00
u0372,sess0000610,A,0.0,2024-01-02 12:00:00
u0372,sess0000611,A,11.8,2024-01-05 05:00:00
u0372,sess0000612,A,8.48,2024-01-02 17:00:00
u0372,sess0000613,A,14.32,2024-01-02 03:00:00
u0372,sess0000614,A,8.97,2024-01-06 11:00:00
u0374,sess0000615,A,8.48,2024-01-03 00:00:00
u0374,sess0000616,A,12.86,2024-01-02 22:00:00
u0374,sess0000617,A,19.31,2024-01-01 05:00:00
u0374,sess0000618,A,17.02,2024-01-03 04:00:00
u0374,sess0000619,A,13.78,2024-01-05 14:00:00
u0374,sess0000620,A,6.37,2024-01-02 18:00:00
u0374,sess0000621,A,5.4,2024-01-06 12:00:00
u0374,sess0000622,A,14.25,2024-01-01 03:00:00
u0374,sess0000623,A,7.41,2024-01-03 07:00:00
u0376,sess0000624,A,15.71,2024-01-01 02:00:00
u0379,sess0000625,A,17.86,2024-01-07 08:00:00
u0379,sess0000626,A,13.52,2024-01-05 19:00:00
u0379,sess0000627,A,10.92,2024-01-03 17:00:00
u0379,sess0000628,A,16.6,2024-01-01 09:00:00
u0379,sess0000629,A,13.65,2024-01-06 02:00:00
u0383,sess0000630,A,9.68,2024-01-06 16:00:00
u0383,sess0000631,A,12.6,2024-01-01 08:00:00
u0383,sess0000632,A,7.54,2024-01-05 04:00:00
u0383,sess0000633,A,7.08,2024-01-07 08:00:00
u0383,sess0000634,A,14.68,2024-01-05 13:00:00
u0383,sess0000635,A,8.74,2024-01-04 10:00:00
u0385,sess0000636,A,12.92,2024-01-07 14:00:00
u0385,sess0000637,A,21.77,2024-01-03 18:00:00
u0385,sess0000638,A,5.67,2024-01-02 16:00:00
u0385,sess0000639,A,14.67,2024-01-04 08:00:00
u0388,sess0000640,A,20.81,2024-01-02 09:00:00
u0388,sess0000641,A,5.78,2024-01-01 10:00:00
u0388,sess0000642,A,10.31,2024-01-05 15:00:00
u0388,sess0000643,A,15.89,2024-01-02 02:00:00
u0388,sess0000644,A,10.34,2024-01-03 05:00:00
u0388,sess0000645,A,9.61,2024-01-05 18:00:00
u0388,sess0000646,A,21.87,2024-01-07 17:00:00
u0388,sess0000647,A,13.55,2024-01-07 07:00:00
u0389,sess0000648,A,9.67,2024-01-06 08:00:00
u0389,sess0000649,A,13.57,2024-01-04 00:00:00
u0389,sess0000650,A,9.69,2024-01-02 22:00:00
u0389,sess0000651,A,16.68,2024-01-01 09:00:00
u0389,sess0000652,A,6.12,2024-01-04 21:00:00
u0389,sess0000653,A,9.85,2024-01-01 02:00:00
u0389,sess0000654,A,6.74,2024-01-02 21:00:00
u0389,sess0000655,A,13.48,2024-01-07 17:00:00
u0389,sess0000656,A,6.2,2024-01-01 07:00:00
u0395,sess0000657,A,7.48,2024-01-05 17:00:00
u0395,sess0000658,A,0.0,2024-01-04 06:00:00
u0395,sess0000659,A,7.39,2024-01-03 15:00:00
u0395,sess0000660,A,10.4,2024-01-04 22:00:00
u0395,sess0000661,A,9.26,2024-01-06 21:00:00
u0395,sess0000662,A,12.19,2024-01-04 01:00:00
u0395,sess0000663,A,19.17,2024-01-01 14:00:00
u0395,sess0000664,A,11.79,2024-01-01 13:00:00
u0395,sess0000665,A,4.8,2024-01-01 08:00:00
u0397,sess0000666,A,11.65,2024-01-01 19:00:00
u0397,sess0000667,A,2.83,2024-01-03 08:00:00
u0397,sess0000668,A,8.09,2024-01-06 23:00:00
u0397,sess0000669,A,7.34,2024-01-03 18:00:00
u0397,sess0000670,A,14.64,2024-01-01 18:00:00
u0398,sess0000671,A,3.89,2024-01-03 02:00:00
u0398,sess0000672,A,14.32,2024-01-06 05:00:00
u0398,sess0000673,A,12.23,2024-01-02 23:00:00
u0401,sess0000674,A,1.06,2024-01-04 11:00:00
u0401,sess0000675,A,8.8,2024-01-01 10:00:00
u0401,sess0000676,A,8.63,2024-01-01 11:00:00
u0401,sess0000677,A,14.71,2024-01-07 03:00:00
u0401,sess0000678,A,20.74,2024-01-03 05:00:00
u0401,sess0000679,A,6.12,2024-01-05 00:00:00
u0401,sess0000680,A,8.76,2024-01-06 06:00:00
u0401,sess0000681,A,8.73,2024-01-06 10:00:00
u0401,sess0000682,A,13.4,2024-01-06 01:00:00
u0401,sess0000683,A,11.76,2024-01-01 13:00:00
u0403,sess0000684,A,2.45,2024-01-02 23:00:00
u0406,sess0000685,A,4.95,2024-01-06 17:00:00
u0406,sess0000686,A,10.16,2024-01-02 02:00:00
u0406,sess0000687,A,5.73,2024-01-03 22:00:00
u0406,sess0000688,A,19.81,2024-01-04 07:00:00
u0406,sess0000689,A,11.6,2024-01-01 07:00:00
u0406,sess0000690,A,9.45,2024-01-01 01:00:00
u0406,sess0000691,A,2.99,2024-01-06 02:00:00
u0406,sess0000692,A,9.03,2024-01-06 00:00:00
u0406,sess0000693,A,7.88,2024-01-01 01:00:00
u0411,sess0000694,A,7.49,2024-01-05 18:00:00
u0411,sess0000695,A,13.65,2024-01-07 00:00:00
u0411,sess0000696,A,3.73,2024-01-04 01:00:00
u0411,sess0000697,A,7.81,2024-01-02 06:00:00
u0412,sess0000698,A,12.18,2024-01-05 22:00:00
u0412,sess0000699,A,11.29,2024-01-02 00:00:00
u0412,sess0000700,A,8.56,2024-01-07 05:00:00
u0412,sess0000701,A,7.91,2024-01-01 17:00:00
u0412,sess0000702,A,8.56,2024-01-02 20:00:00
u0412,sess0000703,A,17.63,2024-01-07 16:00:00
u0412,sess0000704,A,13.84,2024-01-01 17:00:00
u0412,sess0000705,A,13.79,2024-01-04 05:00:00
u0414,sess0000706,A,8.91,2024-01-07 08:00:00
u0416,sess0000707,A,11.54,2024-01-03 05:00:00
u0416,sess0000708,A,11.94,2024-01-04 14:00:00
u0416,sess0000709,A,8.9,2024-01-03 05:00:00
u0416,sess0000710,A,7.97,2024-01-07 19:00:00
u0416,sess0000711,A,6.58,2024-01-06 11:00:00
u0416,sess0000712,A,12.8,2024-01-04 01:00:00
u0416,sess0000713,A,1.77,2024-01-02 12:00:00
u0419,sess0000714,A,9.94,2024-01-03 18:00:00
u0419,sess0000715,A,14.48,2024-01-06 04:00:00
u0419,sess0000716,A,10.73,2024-01-04 14:00:00
u0419,sess0000717,A,13.5,2024-01-02 19:00:00
u0419,sess0000718,A,10.62,2024-01-07 07:00:00
u0422,sess0000719,A,3.64,2024-01-06 10:00:00
u0422,sess0000720,A,4.93,2024-01-06 05:00:00
u0422,sess0000721,A,22.61,2024-01-06 09:00:00
u0438,sess0000722,A,16.82,2024-01-05 06:00:00
u0439,sess0000723,A,7.05,2024-01-02 12:00:00
u0439,sess0000724,A,2.65,2024-01-01 23:00:00
u0439,sess0000725,A,9.22,2024-01-05 11:00:00
u0439,sess0000726,A,13.17,2024-01-02 15:00:00
u0439,sess0000727,A,12.1,2024-01-05 11:00:00
u0439,sess0000728,A,1.98,2024-01-03 11:00:00
u0439,sess0000729,A,6.96,2024-01-01 05:00:00
u0439,sess0000730,A,10.04,2024-01-01 13:00:00
u0439,sess0000731,A,9.41,2024-01-03 13:00:00
u0440,sess0000732,A,15.31,2024-01-02 02:00:00
u0440,sess0000733,A,7.47,2024-01-04 01:00:00
u0440,sess0000734,A,14.76,2024-01-06 23:00:00
u0440,sess0000735,A,4.54,2024-01-02 20:00:00
u0440,sess0000736,A,16.79,2024-01-04 11:00:00
u0444,sess0000737,A,10.02,2024-01-06 03:00:00
u0444,sess0000738,A,7.38,2024-01-06 02:00:00
u0444,sess0000739,A,5.37,2024-01-01 12:00:00
u0444,sess0000740,A,3.44,2024-01-04 20:00:00
u0444,sess0000741,A,4.8,2024-01-02 08:00:00
u0447,sess0000742,A,8.82,2024-01-02 04:00:00
u0447,sess0000743,A,13.83,2024-01-01 23:00:00
u0447,sess0000744,A,0.31,2024-01-06 21:00:00
u0447,sess0000745,A,18.57,2024-01-03 04:00:00
u0447,sess0000746,A,9.5,2024-01-04 15:00:00
u0447,sess0000747,A,4.92,2024-01-05 23:00:00
u0447,sess0000748,A,9.02,2024-01-04 00:00:00
u0447,sess0000749,A,17.0,2024-01-03 09:00:00
u0448,sess0000750,A,2.75,2024-01-07 15:00:00
u0448,sess0000751,A,10.77,2024-01-03 22:00:00
u0455,sess0000752,A,7.29,2024-01-03 16:00:00
u0455,sess0000753,A,7.61,2024-01-07 19:00:00
u0455,sess0000754,A,9.81,2024-01-05 05:00:00
u0455,sess0000755,A,5.27,2024-01-05 03:00:00
u0455,sess0000756,A,9.33,2024-01-03 16:00:00
u0455,sess0000757,A,7.92,2024-01-05 03:00:00
u0463,sess0000758,A,10.54,2024-01-05 05:00:00
u0463,sess0000759,A,0.96,2024-01-05 12:00:00
u0463,sess0000760,A,12.23,2024-01-04 23:00:00
u0463,sess0000761,A,9.72,2024-01-04 17:00:00
u0463,sess0000762,A,0.73,2024-01-03 18:00:00
u0466,sess0000763,A,8.0,2024-01-04 09:00:00
u0466,sess0000764,A,7.0,2024-01-05 08:00:00
u0466,sess0000765,A,15.49,2024-01-05 18:00:00
u0466,sess0000766,A,0.03,2024-01-02 03:00:00
u0466,sess0000767,A,1.64,2024-01-04 04:00:00
u0466,sess0000768,A,7.64,2024-01-02 17:00:00
u0468,sess0000769,A,5.48,2024-01-05 17:00:00
u0468,sess0000770,A,6.59,2024-01-07 21:00:00
u0468,sess0000771,A,7.86,2024-01-07 11:00:00
u0468,sess0000772,A,6.47,2024-01-06 00:00:00
u0471,sess0000773,A,7.14,2024-01-07 17:00:00
u0471,sess0000774,A,18.36,2024-01-04 21:00:00
u0471,sess0000775,A,8.49,2024-01-06 03:00:00
u0472,sess0000776,A,2.64,2024-01-01 01:00:00
u0472,sess0000777,A,17.34,2024-01-05 01:00:00
u0472,sess0000778,A,6.02,2024-01-01 15:00:00
u0472,sess0000779,A,19.53,2024-01-02 12:00:00
u0472,sess0000780,A,10.55,2024-01-03 23:00:00
u0473,sess0000781,A,16.26,2024-01-01 05:00:00
u0473,sess0000782,A,9.39,2024-01-02 07:00:00
u0473,sess0000783,A,7.96,2024-01-07 06:00:00
u0473,sess0000784,A,14.85,2024-01-03 12:00:00
u0473,sess0000785,A,0.0,2024-01-01 06:00:00
u0473,sess0000786,A,11.55,2024-01-07 05:00:00
u0474,sess0000787,A,10.92,2024-01-06 23:00:00
u0474,sess0000788,A,19.09,2024-01-01 02:00:00
u0474,sess0000789,A,10.11,2024-01-04 21:00:00
u0474,sess0000790,A,6.01,2024-01-01 22:00:00
u0474,sess0000791,A,18.38,2024-01-03 22:00:00
u0474,sess0000792,A,12.8,2024-01-06 10:00:00
u0474,sess0000793,A,13.71,2024-01-05 04:00:00
u0480,sess0000794,A,5.48,2024-01-03 15:00:00
u0480,sess0000795,A,6.9,2024-01-07 14:00:00
u0487,sess0000796,A,7.11,2024-01-02 22:00:00
u0487,sess0000797,A,6.87,2024-01-04 21:00:00
u0487,sess0000798,A,15.26,2024-01-04 10:00:00
u0487,sess0000799,A,4.7,2024-01-02 21:00:00
u0487,sess0000800,A,1.95,2024-01-01 00:00:00
u0487,sess0000801,A,11.46,2024-01-04 08:00:00
u0487,sess0000802,A,10.13,2024-01-01 13:00:00
u0488,sess0000803,A,19.65,2024-01-03 09:00:00
u0488,sess0000804,A,9.49,2024-01-05 07:00:00
u0490,sess0000805,A,16.69,2024-01-05 21:00:00
u0490,sess0000806,A,8.73,2024-01-02 13:00:00
u0490,sess0000807,A,7.48,2024-01-07 07:00:00
u0490,sess0000808,A,6.53,2024-01-03 05:00:00
u0490,sess0000809,A,15.19,2024-01-02 23:00:00
u0490,sess0000810,A,9.0,2024-01-03 00:00:00
u0490,sess0000811,A,2.23,2024-01-02 09:00:00
u0490,sess0000812,A,5.4,2024-01-03 02:00:00
u0493,sess0000813,A,8.2,2024-01-06 15:00:00
u0493,sess0000814,A,14.67,2024-01-06 22:00:00
u0493,sess0000815,A,17.55,2024-01-06 21:00:00
u0493,sess0000816,A,11.91,2024-01-02 13:00:00
u0493,sess0000817,A,13.59,2024-01-05 07:00:00
u0499,sess0000818,A,8.58,2024-01-03 16:00:00
u0499,sess0000819,A,15.49,2024-01-02 07:00:00
u0499,sess0000820,A,7.62,2024-01-02 08:00:00
u0499,sess0000821,A,18.94,2024-01-06 09:00:00
u0499,sess0000822,A,0.29,2024-01-05 02:00:00
u0499,sess0000823,A,9.71,2024-01-05 18:00:00
u0499,sess0000824,A,10.52,2024-01-07 11:00:00
u0499,sess0000825,A,14.49,2024-01-05 04:00:00
u0499,sess0000826,A,11.42,2024-01-06 07:00:00
u0502,sess0000827,A,8.45,2024-01-05 10:00:00
u0502,sess0000828,A,9.14,2024-01-01 20:00:00
u0502,sess0000829,A,10.49,2024-01-01 09:00:00
u0502,sess0000830,A,6.27,2024-01-06 12:00:00
u0502,sess0000831,A,11.27,2024-01-06 13:00:00
u0502,sess0000832,A,15.97,2024-01-03 04:00:00
u0502,sess0000833,A,12.62,2024-01-02 22:00:00
u0505,sess0000834,A,10.65,2024-01-07 14:00:00
u0505,sess0000835,A,10.61,2024-01-07 09:00:00
u0505,sess0000836,A,15.42,2024-01-07 10:00:00
u0505,sess0000837,A,9.97,2024-01-03 13:00:00
u0505,sess0000838,A,12.03,2024-01-07 03:00:00
u0505,sess0000839,A,22.23,2024-01-04 20:00:00
u0505,sess0000840,A,13.62,2024-01-02 05:00:00
u0515,sess0000841,A,8.23,2024-01-02 04:00:00
u0515,sess0000842,A,10.15,2024-01-02 05:00:00
u0515,sess0000843,A,17.12,2024-01-03 02:00:00
u0515,sess0000844,A,9.33,2024-01-06 15:00:00
u0515,sess0000845,A,12.69,2024-01-07 18:00:00
u0515,sess0000846,A,18.93,2024-01-02 11:00:00
u0515,sess0000847,A,7.77,2024-01-03 13:00:00
u0517,sess0000848,A,20.47,2024-01-05 12:00:00
u0517,sess0000849,A,3.6,2024-01-03 15:00:00
u0517,sess0000850,A,4.98,2024-01-03 08:00:00
u0517,sess0000851,A,4.46,2024-01-01 19:00:00
u0517,sess0000852,A,13.77,2024-01-03 05:00:00
u0517,sess0000853,A,5.5,2024-01-06 17:00:00
u0517,sess0000854,A,13.35,2024-01-07 06:00:00
u0519,sess0000855,A,0.0,2024-01-04 01:00:00
u0519,sess0000856,A,5.55,2024-01-01 13:00:00
u0519,sess0000857,A,9.56,2024-01-07 04:00:00
u0520,sess0000858,A,12.33,2024-01-04 23:00:00
u0520,sess0000859,A,8.66,2024-01-04 23:00:00
u0520,sess0000860,A,9.85,2024-01-02 13:00:00
u0520,sess0000861,A,10.63,2024-01-07 17:00:00
u0534,sess0000862,A,3.92,2024-01-05 08:00:00
u0534,sess0000863,A,8.19,2024-01-02 12:00:00
u0534,sess0000864,A,8.01,2024-01-04 09:00:00
u0534,sess0000865,A,6.03,2024-01-07 10:00:00
u0538,sess0000866,A,12.35,2024-01-03 02:00:00
u0538,sess0000867,A,9.51,2024-01-05 09:00:00
u0538,sess0000868,A,6.75,2024-01-03 07:00:00
u0538,sess0000869,A,20.11,2024-01-04 23:00:00
u0538,sess0000870,A,13.7,2024-01-02 19:00:00
u0538,sess0000871,A,3.44,2024-01-04 00:00:00
u0544,sess0000872,A,0.69,2024-01-01 10:00:00
u0544,sess0000873,A,11.53,2024-01-03 09:00:00
u0544,sess0000874,A,9.93,2024-01-06 07:00:00
u0544,sess0000875,A,10.73,2024-01-06 08:00:00
u0544,sess0000876,A,7.86,2024-01-05 05:00:00
u0544,sess0000877,A,12.88,2024-01-01 16:00:00
u0544,sess0000878,A,1.68,2024-01-04 00:00:00
u0544,sess0000879,A,9.21,2024-01-06 01:00:00
u0548,sess0000880,A,3.4,2024-01-03 21:00:00
u0548,sess0000881,A,11.74,2024-01-05 20:00:00
u0548,sess0000882,A,13.59,2024-01-01 02:00:00
u0548,sess0000883,A,8.55,2024-01-03 15:00:00
u0548,sess0000884,A,5.36,2024-01-02 17:00:00
u0548,sess0000885,A,7.07,2024-01-04 18:00:00
u0548,sess0000886,A,10.38,2024-01-06 11:00:00
u0548,sess0000887,A,10.95,2024-01-01 00:00:00
u0548,sess0000888,A,11.39,2024-01-04 02:00:00
u0548,sess0000889,A,16.49,2024-01-06 04:00:00
u0552,sess0000890,A,13.23,2024-01-06 14:00:00
u0552,sess0000891,A,7.05,2024-01-05 19:00:00
u0552,sess0000892,A,8.2,2024-01-06 00:00:00
u0553,sess0000893,A,11.99,2024-01-02 17:00:00
u0553,sess0000894,A,4.16,2024-01-02 10:00:00
u0553,sess0000895,A,4.57,2024-01-04 12:00:00
u0553,sess0000896,A,16.34,2024-01-06 03:00:00
u0553,sess0000897,A,9.97,2024-01-04 23:00:00
u0553,sess0000898,A,5.24,2024-01-06 15:00:00
u0553,sess0000899,A,15.7,2024-01-06 11:00:00
u0555,sess0000900,A,3.18,2024-01-03 03:00:00
u0555,sess0000901,A,13.18,2024-01-01 04:00:00
u0555,sess0000902,A,10.03,2024-01-05 23:00:00
u0555,sess0000903,A,3.02,2024-01-01 23:00:00
u0556,sess0000904,A,4.4,2024-01-04 13:00:00
u0556,sess0000905,A,11.92,2024-01-02 01:00:00
u0556,sess0000906,A,9.33,2024-01-01 02:00:00
u0556,sess0000907,A,8.32,2024-01-03 22:00:00
u0556,sess0000908,A,11.55,2024-01-01 03:00:00
u0556,sess0000909,A,5.12,2024-01-03 21:00:00
u0560,sess0000910,A,14.88,2024-01-03 03:00:00
u0572,sess0000911,A,12.56,2024-01-02 11:00:00
u0572,sess0000912,A,5.83,2024-01-07 09:00:00
u0572,sess0000913,A,15.6,2024-01-04 13:00:00
u0572,sess0000914,A,13.24,2024-01-07 05:00:00
u0572,sess0000915,A,17.97,2024-01-02 20:00:00
u0572,sess0000916,A,4.92,2024-01-06 01:00:00
u0576,sess0000917,A,5.2,2024-01-04 09:00:00
u0576,sess0000918,A,1.22,2024-01-07 00:00:00
u0576,sess0000919,A,4.06,2024-01-04 00:00:00
u0576,sess0000920,A,4.24,2024-01-01 22:00:00
u0576,sess0000921,A,3.82,2024-01-04 13:00:00
u0576,sess0000922,A,11.96,2024-01-02 10:00:00
u0576,sess0000923,A,10.48,2024-01-05 07:00:00
u0576,sess0000924,A,12.74,2024-01-07 20:00:00
u0586,sess0000925,A,4.38,2024-01-03 07:00:00
u0586,sess0000926,A,2.29,2024-01-02 00:00:00
u0586,sess0000927,A,9.3,2024-01-05 05:00:00
u0586,sess0000928,A,11.33,2024-01-06 01:00:00
u0586,sess0000929,A,10.82,2024-01-05 12:00:00
u0586,sess0000930,A,2.66,2024-01-05 07:00:00
u0586,sess0000931,A,11.33,2024-01-03 20:00:00
u0586,sess0000932,A,12.52,2024-01-05 05:00:00
u0592,sess0000933,A,12.48,2024-01-03 00:00:00
u0592,sess0000934,A,4.6,2024-01-04 02:00:00
u0592,sess0000935,A,4.93,2024-01-07 20:00:00
u0592,sess0000936,A,7.0,2024-01-04 23:00:00
u0592,sess0000937,A,7.62,2024-01-06 11:00:00
u0592,sess0000938,A,13.4,2024-01-05 09:00:00
u0592,sess0000939,A,14.0,2024-01-01 08:00:00
u0592,sess0000940,A,3.95,2024-01-05 17:00:00
u0595,sess0000941,A,8.2,2024-01-03 09:00:00
u0595,sess0000942,A,8.71,2024-01-05 04:00:00
u0595,sess0000943,A,12.0,2024-01-03 15:00:00
u0595,sess0000944,A,11.64,2024-01-03 13:00:00
u0595,sess0000945,A,10.29,2024-01-04 21:00:00
u0595,sess0000946,A,0.09,2024-01-04 12:00:00
u0596,sess0000947,A,9.97,2024-01-05 18:00:00
u0596,sess0000948,A,7.07,2024-01-02 11:00:00
u0596,sess0000949,A,7.15,2024-01-03 19:00:00
u0600,sess0000950,A,12.74,2024-01-04 00:00:00
u0600,sess0000951,A,9.89,2024-01-03 21:00:00
u0600,sess0000952,A,10.41,2024-01-03 06:00:00
u0600,sess0000953,A,15.48,2024-01-07 04:00:00
u0600,sess0000954,A,9.2,2024-01-07 05:00:00
u0600,sess0000955,A,13.85,2024-01-06 12:00:00
u0600,sess0000956,A,10.52,2024-01-07 05:00:00
u0600,sess0000957,A,13.28,2024-01-03 04:00:00
u0605,sess0000958,A,8.33,2024-01-06 07:00:00
u0605,sess0000959,A,14.53,2024-01-03 19:00:00
u0605,sess0000960,A,14.17,2024-01-03 13:00:00
u0605,sess0000961,A,9.89,2024-01-03 03:00:00
u0605,sess0000962,A,11.64,2024-01-05 19:00:00
u0605,sess0000963,A,4.87,2024-01-06 09:00:00
